state,district,name,party,q2_raised,self_fund,self_loan,spent,raised_ctd,coh,self_fund_ctd,transfer,candidate_id,committee_id,incumbant,party_ind,party_dem,party_rep
AK,AL,Alyse Galvin,(I/D),242,4,0,179,517,267,14,0,H8AK00140,C00665711,FALSE,TRUE,TRUE,FALSE
AK,AL,Don Young,(R-inc),177,0,0,170,768,470,0,0,H6AK00045,C00012229,TRUE,FALSE,FALSE,TRUE
AL,02,Martha Roby,(R-inc),1010,0,0,1100,2101,731,0,31,H0AL02087,C00462143,TRUE,FALSE,FALSE,TRUE
AL,02,Bobby Bright,(R),62,0,0,229,97,163,0,0,H8AL02213,C00669580,FALSE,FALSE,FALSE,TRUE
AL,03,Mallory Hagan,(D),74,0,0,125,178,24,0,0,H8AL03054,C00668574,FALSE,FALSE,TRUE,FALSE
AL,03,Mike Rogers,(R-inc),159,0,0,79,960,1023,0,0,H2AL03032,C00367862,TRUE,FALSE,FALSE,TRUE
AL,05,Peter Joffrion,(D),114,0,0,84,306,102,0,0,H8AL05190,C00647677,FALSE,FALSE,TRUE,FALSE
AL,05,Mo Brooks,(R-inc),54,0,0,143,1240,601,0,0,H0AL05163,C00464149,TRUE,FALSE,FALSE,TRUE
AR,02,Clarke Tucker,(D),471,0,0,530,975,386,0,0,H8AR02159,C00671156,FALSE,FALSE,TRUE,FALSE
AR,02,French Hill,(R-inc),655,0,0,544,1956,1645,0,0,H4AR02141,C00551275,TRUE,FALSE,FALSE,TRUE
AZ,01,Tom O'Halleran,(D-inc),397,0,0,154,1735,1125,0,3,H6AZ01199,C00582890,TRUE,FALSE,TRUE,FALSE
AZ,01,Wendy Rogers,(R),175,0,0,95,415,281,1,0,H2AZ09035,C00510958,FALSE,FALSE,FALSE,TRUE
AZ,01,Tiffany Shedd,(R),97,5,9,117,272,245,20,0,H8AZ01237,C00657155,FALSE,FALSE,FALSE,TRUE
AZ,01,Steve Smith,(R),85,0,0,71,392,259,0,0,H8AZ01229,C00641431,FALSE,FALSE,FALSE,TRUE
AZ,02,Ann Kirkpatrick,(D),475,0,0,458,1682,837,3,34,H8AZ02151,C00651042,FALSE,FALSE,TRUE,FALSE
AZ,02,Matt Heinz,(D),100,4,100,140,478,494,25,0,H8AZ02136,C00647727,FALSE,FALSE,TRUE,FALSE
AZ,02,Mary Matiella,(D),38,8,0,40,233,67,14,0,H8AZ02144,C00648014,FALSE,FALSE,TRUE,FALSE
AZ,02,Lea Peterson,(R),185,0,20,124,676,509,0,0,H8AZ02185,C00663054,FALSE,FALSE,FALSE,TRUE
AZ,06,Heather Ross,(D),123,0,0,118,346,78,7,0,H8AZ06095,C00651752,FALSE,FALSE,TRUE,FALSE
AZ,06,David Schweikert,(R-inc),319,0,0,149,1019,538,0,18,H4AZ06045,C00540617,TRUE,FALSE,FALSE,TRUE
AZ,07,Ruben Gallego,(D-inc),176,0,0,103,799,734,0,0,H4AZ07043,C00558627,TRUE,FALSE,TRUE,FALSE
AZ,07,Catherine Miranda,(D),NA,NA,NA,NA,NA,NA,NA,NA,H8AZ07044,C00664490,FALSE,FALSE,TRUE,FALSE
AZ,08,Hiral Tipirneni,(D),263,0,0,74,287,300,0,0,H8AZ08083,C00649897,FALSE,FALSE,TRUE,FALSE
AZ,08,Debbie Lesko,(R-inc),124,0,0,56,134,157,0,0,H8AZ08158,C00663914,TRUE,FALSE,FALSE,TRUE
AZ,09,Greg Stanton,(D),466,0,0,178,1515,1165,0,1,H8AZ09040,C00657304,FALSE,FALSE,TRUE,FALSE
AZ,09,Steve Ferrara,(R),219,1,65,77,907,735,12,0,H8AZ09024,C00640268,FALSE,FALSE,FALSE,TRUE
CA,01,Audrey Denney,(D),213,0,9,161,323,140,0,0,H8CA01257,C00664409,FALSE,FALSE,TRUE,FALSE
CA,01,Doug LaMalfa,(R-inc),163,0,0,33,589,414,0,0,H2CA02142,C00509422,TRUE,FALSE,FALSE,TRUE
CA,04,Jessica Morse,(D),543,0,0,722,1420,536,0,2,H8CA04210,C00650408,FALSE,FALSE,TRUE,FALSE
CA,04,Tom McClintock,(R-inc),223,0,0,234,1203,671,0,0,H8CA04152,C00446815,TRUE,FALSE,FALSE,TRUE
CA,07,Ami Bera,(D-inc),495,0,0,124,2233,1741,0,0,H0CA03078,C00461061,TRUE,FALSE,TRUE,FALSE
CA,07,Andrew Grant,(R),81,0,0,89,372,72,0,0,H8CA07056,C00649400,FALSE,FALSE,FALSE,TRUE
CA,08,Paul Cook,(R-inc),199,0,0,534,749,545,0,0,H2CA08164,C00512202,TRUE,FALSE,FALSE,TRUE
CA,08,Tim Donnelly,(R),35,0,0,48,104,9,0,0,H6CA08207,C00658021,FALSE,FALSE,FALSE,TRUE
CA,10,Josh Harder,(D),1243,0,0,1001,2477,1059,0,2,H8CA10126,C00639146,FALSE,FALSE,TRUE,FALSE
CA,10,Jeff Denham,(R-inc),787,0,0,761,3021,2394,0,163,H0CA19173,C00473272,TRUE,FALSE,FALSE,TRUE
CA,16,Jim Costa,(D-inc),256,0,0,213,1148,1151,0,0,H4CA20082,C00391029,TRUE,FALSE,TRUE,FALSE
CA,16,Elizabeth Heng,(R),191,3,0,184,309,115,3,0,H8CA16065,C00670257,FALSE,FALSE,FALSE,TRUE
CA,21,T.J. Cox,(D),698,0,0,163,1027,951,8,28,H8CA10167,C00648956,FALSE,FALSE,TRUE,FALSE
CA,21,David Valadao,(R-inc),523,0,0,179,1959,1625,0,91,H2CA20094,C00499392,TRUE,FALSE,FALSE,TRUE
CA,22,Andrew Janz,(D),1457,0,0,943,2848,1124,0,0,H8CA22139,C00638510,FALSE,FALSE,TRUE,FALSE
CA,22,Devin Nunes,(R-inc),4827,0,0,3094,3612,6109,0,8,H8CA20059,C00370056,TRUE,FALSE,FALSE,TRUE
CA,24,Salud Carbajal,(D-inc),320,0,0,207,2212,1564,0,0,H6CA24303,C00576041,TRUE,FALSE,TRUE,FALSE
CA,24,Justin Fareed,(R),225,0,0,297,755,246,0,0,H4CA24142,C00572560,FALSE,FALSE,FALSE,TRUE
CA,25,Katie Hill,(D),1316,1,0,985,2383,853,11,11,H8CA25074,C00634212,FALSE,FALSE,TRUE,FALSE
CA,25,Steve Knight,(R-inc),443,0,0,180,1468,1301,0,84,H4CA25123,C00554014,TRUE,FALSE,FALSE,TRUE
CA,31,Pete Aguilar,(D-inc),347,0,0,237,2066,2057,0,0,H2CA31125,C00510461,TRUE,FALSE,TRUE,FALSE
CA,31,Sean Masaki Flynn,(R),89,11,150,141,249,305,92,0,H6CA31134,C00602722,FALSE,FALSE,FALSE,TRUE
CA,36,Raul Ruiz,(D-inc),430,0,0,244,2573,2443,0,0,H2CA36439,C00502575,TRUE,FALSE,TRUE,FALSE
CA,36,Kimberlin Pelzer,(R),212,0,0,244,477,142,0,0,H8CA36170,C00657676,FALSE,FALSE,FALSE,TRUE
CA,39,Gil Cisneros,(D),495,0,2500,3255,814,760,53,33,H8CA39174,C00650648,FALSE,FALSE,TRUE,FALSE
CA,39,Young Kim,(R),672,0,0,833,1279,305,0,0,H8CA39240,C00665638,FALSE,FALSE,FALSE,TRUE
CA,45,Katie Porter,(D),1045,0,0,842,2008,781,0,31,H8CA45130,C00636571,FALSE,FALSE,TRUE,FALSE
CA,45,Mimi Walters,(R-inc),701,0,0,854,1858,1524,0,239,H4CA45097,C00546853,TRUE,FALSE,FALSE,TRUE
CA,48,Harley Rouda,(D),770,0,550,1518,1427,483,56,0,H8CA48035,C00633982,FALSE,FALSE,TRUE,FALSE
CA,48,Dana Rohrabacher,(R-inc),282,0,0,706,1601,479,0,0,H8CA42061,C00224691,TRUE,FALSE,FALSE,TRUE
CA,49,Mike Levin,(D),1034,1,0,712,2579,850,12,0,H8CA49058,C00634253,FALSE,FALSE,TRUE,FALSE
CA,49,Diane Harkey,(R),318,2,70,398,600,170,2,0,H8CA49082,C00665513,FALSE,FALSE,FALSE,TRUE
CA,50,Ammar Campa-Najjar,(D),356,0,0,406,1063,280,0,0,H8CA50098,C00635888,FALSE,FALSE,TRUE,FALSE
CA,50,Duncan Hunter,(R-inc),182,0,0,128,821,352,0,0,H8CA52052,C00433524,TRUE,FALSE,FALSE,TRUE
CO,03,Diane Mitsch Bush,(D),276,1,0,245,623,196,18,0,H8CO03192,C00649459,FALSE,FALSE,TRUE,FALSE
CO,03,Scott Tipton,(R-inc),287,0,0,102,997,775,0,0,H6CO03139,C00470757,TRUE,FALSE,FALSE,TRUE
CO,06,Jason Crow,(D),1005,0,0,591,1765,1295,0,341,H8CO06229,C00637363,FALSE,FALSE,TRUE,FALSE
CO,06,Mike Coffman,(R-inc),627,0,0,185,2227,1612,0,4,H8CO06138,C00629287,TRUE,FALSE,FALSE,TRUE
CT,04,Jim Himes,(D-inc),378,0,0,79,1454,2929,0,0,H8CT04172,C00434191,TRUE,FALSE,TRUE,FALSE
CT,04,Harry Arora,(R),29,0,0,54,221,622,0,0,H8CT04214,C00664151,FALSE,FALSE,FALSE,TRUE
CT,05,Mary Glassman,(D),377,3,0,110,377,270,3,0,H8CT05195,C00675678,FALSE,FALSE,TRUE,FALSE
CT,05,Jahana Hayes,(D),295,0,0,41,295,254,0,0,H8CT05245,C00677898,FALSE,FALSE,TRUE,FALSE
CT,05,Rich Dupont,(R),35,0,45,23,35,56,0,0,H8CT05229,C00680785,FALSE,FALSE,FALSE,TRUE
CT,05,Ruby O'Neill,(R),30,0,81,8,30,103,0,0,H8CT05237,C00677880,FALSE,FALSE,FALSE,TRUE
CT,05,Manny Santos,(R),7,0,0,16,22,5,0,0,H8CT05187,C00673467,FALSE,FALSE,FALSE,TRUE
FL,03,Ted Yoho,(R-inc),140,0,0,60,596,431,0,0,NA,NA,TRUE,FALSE,FALSE,TRUE
FL,03,Judson Sapp,(R),8,165,0,63,41,133,190,0,H8FL03046,C00665885,FALSE,FALSE,FALSE,TRUE
FL,05,Al Lawson,(D-inc),137,0,0,77,456,219,0,0,H0FL02086,C00460261,TRUE,FALSE,TRUE,FALSE
FL,05,Alvin Brown,(D),165,0,0,149,326,144,0,0,H8FL05140,C00667758,FALSE,FALSE,TRUE,FALSE
FL,06,Nancy Soderberg,(D),539,0,0,153,1459,982,0,0,H8FL06098,C00649798,FALSE,FALSE,TRUE,FALSE
FL,06,Stephen Sevigny,(D),99,155,100,215,273,366,181,0,H8FL06155,C00666735,FALSE,FALSE,TRUE,FALSE
FL,06,John Upchurch,(D),54,15,40,61,200,172,18,0,H8FL06130,C00667675,FALSE,FALSE,TRUE,FALSE
FL,06,Michael Waltz,(R),302,0,0,339,587,617,0,22,H8FL06148,C00666396,FALSE,FALSE,FALSE,TRUE
FL,06,John Ward,(R),89,0,50,381,386,467,59,0,H8FL06122,C00657841,FALSE,FALSE,FALSE,TRUE
FL,06,Fred Costello,(R),43,0,100,107,78,51,0,0,H6FL06183,C00607531,FALSE,FALSE,FALSE,TRUE
FL,07,Stephanie Murphy,(D-inc),551,0,0,195,2289,1638,0,0,H6FL07140,C00620443,TRUE,FALSE,TRUE,FALSE
FL,07,Scott Sturgill,(R),125,0,0,154,495,338,0,0,H8FL07070,C00651026,FALSE,FALSE,FALSE,TRUE
FL,07,Mike Miller,(R),113,0,100,105,408,380,0,0,H8FL07062,C00648816,FALSE,FALSE,FALSE,TRUE
FL,09,Darren Soto,(D-inc),382,0,0,155,952,590,0,0,H6FL09179,C00581074,TRUE,FALSE,TRUE,FALSE
FL,09,Alan Grayson,(D),163,0,0,138,726,677,0,0,H6FL08213,C00424713,FALSE,FALSE,TRUE,FALSE
FL,12,Chris Hunter,(D),180,0,0,88,422,287,1,0,H8FL12088,C00664417,FALSE,FALSE,TRUE,FALSE
FL,12,Gus Bilirakis,(R-inc),355,0,0,210,1326,638,0,1,H6FL09070,C00408534,TRUE,FALSE,FALSE,TRUE
FL,15,Kristen Carlson,(D),171,26,50,54,171,193,26,0,H8FL15271,C00677096,FALSE,FALSE,TRUE,FALSE
FL,15,Andrew Learned,(D),101,0,0,74,221,65,0,0,H8FL15180,C00646455,FALSE,FALSE,TRUE,FALSE
FL,15,Neil Combee,(R),129,0,0,42,129,86,0,0,H8FL15222,C00676502,FALSE,FALSE,FALSE,TRUE
FL,15,Ross Spano,(R),112,0,45,49,112,108,0,0,H8FL15230,C00676668,FALSE,FALSE,FALSE,TRUE
FL,15,Paul Harper,(R),67,6,10,39,67,43,6,0,H8FL15263,C00677583,FALSE,FALSE,FALSE,TRUE
FL,15,Danny Kushmer,(R),24,0,52,22,24,54,0,0,H8FL15248,C00676841,FALSE,FALSE,FALSE,TRUE
FL,15,Ed Shoemaker,(R),17,0,0,14,17,3,0,0,H8FL15214,C00676189,FALSE,FALSE,FALSE,TRUE
FL,16,David Shapiro,(D),406,0,0,119,1008,785,0,0,H8FL16055,C00658419,FALSE,FALSE,TRUE,FALSE
FL,16,Vern Buchanan,(R-inc),396,0,250,723,1876,2492,0,0,H6FL13148,C00412759,TRUE,FALSE,FALSE,TRUE
FL,17,Greg Steube,(R),337,0,0,80,386,313,0,0,H8FL17053,C00671891,FALSE,FALSE,FALSE,TRUE
FL,17,Julio Gonzalez,(R),233,0,0,115,315,349,2,0,H8FL17046,C00671537,FALSE,FALSE,FALSE,TRUE
FL,18,Lauren Baer,(D),519,0,0,188,1550,1040,12,0,H8FL18028,C00652594,FALSE,FALSE,TRUE,FALSE
FL,18,Pam Keith,(D),125,0,0,107,386,68,0,0,H8FL18010,C00650234,FALSE,FALSE,TRUE,FALSE
FL,18,Brian Mast,(R-inc),1008,0,0,555,3497,1980,0,143,H6FL18097,C00632257,TRUE,FALSE,FALSE,TRUE
FL,23,Debbie Wasserman Schultz,(D-inc),336,0,0,218,1521,545,0,12,H4FL20023,C00385773,TRUE,FALSE,TRUE,FALSE
FL,23,Tim Canova,(I),94,0,5,101,292,9,0,0,H6FL23063,C00602920,FALSE,TRUE,FALSE,FALSE
FL,23,Carla Spalding,(R),236,0,0,266,502,55,0,0,H8FL23044,C00581330,FALSE,FALSE,FALSE,TRUE
FL,25,Mary Barzee Flores,(D),444,0,0,199,1168,642,0,4,H8FL27086,C00651471,FALSE,FALSE,TRUE,FALSE
FL,25,Mario Diaz-Balart,(R-inc),507,0,0,74,1629,1613,0,0,H2FL25018,C00376087,TRUE,FALSE,FALSE,TRUE
FL,26,Debbie Mucarsel-Powell,(D),732,0,0,169,1387,1264,1,266,H8FL26039,C00652065,FALSE,FALSE,TRUE,FALSE
FL,26,Carlos Curbelo,(R-inc),758,0,0,259,2952,2601,0,75,H4FL26038,C00546846,TRUE,FALSE,FALSE,TRUE
FL,27,Donna Shalala,(D),765,0,0,741,1404,1131,34,1,H8FL27193,C00672311,FALSE,FALSE,TRUE,FALSE
FL,27,David Richardson,(D),407,3,0,730,1336,762,9,0,H8FL27060,C00649087,FALSE,FALSE,TRUE,FALSE
FL,27,Matt Haggman,(D),86,3,0,214,1227,746,8,0,H8FL27136,C00651851,FALSE,FALSE,TRUE,FALSE
FL,27,Kristen Rosen Gonzales,(D),55,0,0,110,391,81,3,0,H8FL27029,C00637546,FALSE,FALSE,TRUE,FALSE
FL,27,Angie Chirino,(R),NA,NA,NA,NA,NA,NA,NA,NA,H8FL27177,C00664763,FALSE,FALSE,FALSE,TRUE
FL,27,Maria Elvira Salazar,(R),330,0,10,49,633,578,0,0,H8FL27185,C00671859,FALSE,FALSE,FALSE,TRUE
FL,27,Bruno Barreiro,(R),34,0,0,275,572,180,0,0,H8FL27037,C00639807,FALSE,FALSE,FALSE,TRUE
GA,06,Kevin Abel,(D),331,0,0,521,641,138,0,0,H8GA06377,C00658625,FALSE,FALSE,TRUE,FALSE
GA,06,Lucy Mcbath,(D),260,0,1,147,307,151,0,0,H8GA06393,C00672295,FALSE,FALSE,TRUE,FALSE
GA,06,Karen Handel,(R-inc),366,0,0,151,1113,1003,0,26,H8GA06286,C00633362,TRUE,FALSE,FALSE,TRUE
GA,07,Carolyn Bordeaux,(D),378,0,0,557,845,98,4,0,H8GA07201,C00649376,FALSE,FALSE,TRUE,FALSE
GA,07,David Kim,(D),44,0,616,760,257,86,228,0,H8GA07151,C00647131,FALSE,FALSE,TRUE,FALSE
GA,07,Rob Woodall,(R-inc),184,0,0,128,736,529,0,0,H0GA07133,C00482307,TRUE,FALSE,FALSE,TRUE
HI,01,Doug Chin,(D),248,0,0,150,495,276,0,0,H8HI01200,C00663591,FALSE,FALSE,TRUE,FALSE
HI,01,Donna Mercado Kim,(D),228,1,0,350,628,260,1,0,H4HI01167,C00659714,FALSE,FALSE,TRUE,FALSE
HI,01,Kaniela Ing,(D),202,0,0,39,377,263,0,0,H8HI01192,C00659615,FALSE,FALSE,TRUE,FALSE
HI,01,Ed Case,(D),123,0,150,159,123,114,0,0,H8HI01234,C00680918,FALSE,FALSE,TRUE,FALSE
HI,01,Ernie Martin,(D),89,0,0,66,356,276,0,0,H8HI01218,C00665034,FALSE,FALSE,TRUE,FALSE
HI,01,Beth Fukumoto,(D),69,0,0,56,69,13,0,0,H8HI01226,C00675025,FALSE,FALSE,TRUE,FALSE
HI,02,Tulsi Gabbard,(D-inc),162,0,0,113,1216,2279,0,0,H2HI02508,C00497396,TRUE,FALSE,TRUE,FALSE
IA,01,Abby Finkenauer,(D),769,0,0,659,1772,839,0,36,H8IA01094,C00637074,FALSE,FALSE,TRUE,FALSE
IA,01,Rod Blum,(R-inc),394,0,0,60,1114,1607,0,123,H2IA01055,C00543926,TRUE,FALSE,FALSE,TRUE
IA,02,Dave Loebsack,(D-inc),291,0,0,89,1549,1992,0,0,H6IA02146,C00414318,TRUE,FALSE,TRUE,FALSE
IA,02,Christopher Peters,(R),61,0,10,69,125,28,0,0,H6IA02161,C00662395,FALSE,FALSE,FALSE,TRUE
IA,03,Cindy Axne,(D),657,1,0,439,1050,465,7,0,H8IA03124,C00646844,FALSE,FALSE,TRUE,FALSE
IA,03,David Young,(R-inc),538,0,0,143,1421,1435,5,180,H4IA03115,C00545616,TRUE,FALSE,FALSE,TRUE
IA,04,J.D. Scholten,(D),326,0,11,345,747,255,0,0,H8IA04106,C00650622,FALSE,FALSE,TRUE,FALSE
IA,04,Steve King,(R-inc),138,0,0,97,509,118,0,0,H2IA05072,C00373563,TRUE,FALSE,FALSE,TRUE
IL,06,Sean Casten,(D),812,0,0,350,1354,647,0,25,H8IL06139,C00648493,FALSE,FALSE,TRUE,FALSE
IL,06,Peter Roskam,(R-inc),952,0,0,863,4377,2338,0,19,H6IL06117,C00410969,TRUE,FALSE,FALSE,TRUE
